region,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual,jan-feb,mar-may,jun-sep,oct-dec,winter,summer,monsoon,post_monsoon,annual_calc
NORTH INTERIOR KARNATAKA,1958,2.0,0.2,7.3,46.0,100.3,55.2,174.8,179.7,71.2,83.7,31.0,0.5,752.0,2.2,153.6,480.9,115.3,2.2,153.6,480.9,115.2,751.9000000000001
NORTH INTERIOR KARNATAKA,1959,0.1,0.0,0.6,26.2,43.8,163.2,155.1,90.6,148.8,52.3,17.2,0.6,698.5,0.1,70.6,557.7,70.1,0.1,70.6,557.7,70.1,698.5000000000001
NORTH INTERIOR KARNATAKA,1960,0.0,0.0,14.9,17.2,79.6,86.8,96.4,29.4,313.9,32.9,20.4,0.1,691.6,0.0,111.6,526.5,53.4,0.0,111.69999999999999,526.5,53.4,691.5999999999999
NORTH INTERIOR KARNATAKA,1961,0.1,0.6,6.4,32.1,102.1,99.9,245.4,78.4,33.1,144.9,5.6,0.0,748.6,0.6,140.6,456.9,150.6,0.7,140.6,456.80000000000007,150.5,748.6
NORTH INTERIOR KARNATAKA,1962,0.0,5.0,2.9,58.8,52.5,82.1,140.1,144.7,165.7,99.3,25.4,62.4,839.1,5.0,114.3,532.6,187.2,5.0,114.19999999999999,532.5999999999999,187.1,838.8999999999999
NORTH INTERIOR KARNATAKA,1963,0.0,10.9,33.9,34.4,78.9,113.1,73.9,195.5,63.0,178.6,1.0,0.0,783.1,11.0,147.2,445.4,179.6,10.9,147.2,445.5,179.6,783.2
NORTH INTERIOR KARNATAKA,1964,0.0,0.8,4.3,16.9,14.6,97.6,211.7,129.2,289.1,110.8,22.4,2.4,899.8,0.8,35.8,727.6,135.6,0.8,35.8,727.5999999999999,135.6,899.8
NORTH INTERIOR KARNATAKA,1965,1.3,0.0,0.5,14.0,17.2,110.4,185.9,120.0,150.1,3.8,2.8,26.8,632.9,1.3,31.7,566.4,33.5,1.3,31.7,566.4,33.4,632.7999999999998
NORTH INTERIOR KARNATAKA,1966,13.4,0.3,5.5,10.6,82.9,68.9,145.5,80.7,160.6,54.8,92.0,8.4,723.6,13.7,98.9,455.8,155.2,13.700000000000001,99.0,455.70000000000005,155.20000000000002,723.5999999999999
NORTH INTERIOR KARNATAKA,1967,1.2,0.0,11.8,34.6,32.5,74.1,187.1,72.5,141.9,80.0,1.7,8.4,645.7,1.2,78.8,475.6,90.1,1.2,78.9,475.6,90.10000000000001,645.8
NORTH INTERIOR KARNATAKA,1968,1.9,15.8,2.7,41.2,32.2,92.4,162.3,47.6,202.5,98.5,29.9,0.3,727.3,17.7,76.1,504.8,128.7,17.7,76.10000000000001,504.8,128.70000000000002,727.3
NORTH INTERIOR KARNATAKA,1969,0.0,0.0,4.1,14.9,40.6,89.4,151.1,159.2,121.5,113.7,33.5,1.3,729.1,0.0,59.5,521.2,148.4,0.0,59.6,521.2,148.5,729.3
NORTH INTERIOR KARNATAKA,1970,0.4,0.2,1.0,31.5,76.5,80.7,131.5,199.9,173.2,95.7,0.0,0.0,790.8,0.6,109.1,585.3,95.7,0.6000000000000001,109.0,585.3,95.7,790.6000000000001
NORTH INTERIOR KARNATAKA,1971,0.9,0.0,0.3,23.9,69.3,102.2,53.7,121.0,109.0,131.2,0.6,0.0,612.1,0.9,93.5,385.9,131.8,0.9,93.5,385.9,131.79999999999998,612.1
NORTH INTERIOR KARNATAKA,1972,0.0,2.4,1.3,19.5,45.9,79.4,100.8,40.7,126.3,47.2,34.4,1.4,499.4,2.4,66.8,347.3,83.0,2.4,66.7,347.2,83.0,499.29999999999995
NORTH INTERIOR KARNATAKA,1973,0.0,0.0,0.2,10.1,29.7,136.2,101.3,154.0,100.6,212.5,5.6,0.5,750.8,0.0,40.0,492.1,218.7,0.0,40.0,492.1,218.6,750.7
NORTH INTERIOR KARNATAKA,1974,0.0,0.0,5.0,23.9,83.9,93.3,98.9,92.2,242.5,176.9,0.5,0.0,817.3,0.0,112.8,527.0,177.5,0.0,112.80000000000001,526.9,177.4,817.1
NORTH INTERIOR KARNATAKA,1975,8.2,1.1,5.6,7.2,59.6,104.2,238.6,109.6,214.8,323.1,21.6,0.1,1093.7,9.3,72.5,667.2,344.8,9.299999999999999,72.4,667.2,344.80000000000007,1093.6999999999998
NORTH INTERIOR KARNATAKA,1976,0.0,0.0,5.5,35.1,11.1,82.5,131.6,147.9,74.1,15.6,57.9,0.1,561.3,0.0,51.7,436.1,73.6,0.0,51.7,436.1,73.6,561.4
NORTH INTERIOR KARNATAKA,1977,0.0,1.2,10.7,34.8,75.0,170.3,144.4,135.9,70.5,134.2,72.3,0.6,849.9,1.2,120.4,521.2,207.1,1.2,120.5,521.1,207.1,849.9
NORTH INTERIOR KARNATAKA,1978,0.5,13.2,0.8,35.1,76.9,102.0,165.9,160.3,204.8,85.9,55.1,4.3,904.9,13.7,112.9,633.0,145.2,13.7,112.80000000000001,633.0,145.3,904.8
NORTH INTERIOR KARNATAKA,1979,2.0,13.1,2.4,7.3,60.7,141.7,125.4,168.8,291.4,54.5,95.8,0.1,963.2,15.0,70.5,727.3,150.4,15.1,70.4,727.3,150.4,963.2
NORTH INTERIOR KARNATAKA,1980,0.1,0.0,1.6,51.5,20.1,149.1,126.0,171.6,125.9,19.8,22.6,3.4,691.7,0.1,73.2,572.5,45.9,0.1,73.2,572.6,45.800000000000004,691.6999999999999
NORTH INTERIOR KARNATAKA,1981,6.2,0.0,10.3,12.1,39.6,160.8,127.5,151.9,284.3,68.3,16.1,0.1,877.3,6.2,62.0,724.6,84.5,6.2,62.0,724.5,84.5,877.2
NORTH INTERIOR KARNATAKA,1982,0.1,0.0,0.8,13.8,59.8,87.2,163.4,83.2,145.5,83.8,43.8,0.0,681.4,0.1,74.4,479.3,127.6,0.1,74.4,479.3,127.6,681.3999999999999
NORTH INTERIOR KARNATAKA,1983,0.0,0.0,0.0,0.2,24.5,167.4,135.1,169.0,198.1,66.5,8.3,8.7,777.9,0.0,24.8,669.7,83.5,0.0,24.7,669.6,83.5,777.8
NORTH INTERIOR KARNATAKA,1984,0.4,3.9,6.2,14.3,8.0,64.1,217.4,62.1,127.1,113.5,1.1,0.1,618.1,4.3,28.5,470.7,114.6,4.3,28.5,470.70000000000005,114.69999999999999,618.2
NORTH INTERIOR KARNATAKA,1985,2.9,0.0,6.8,20.8,34.1,86.6,109.7,67.7,75.8,94.7,1.4,0.6,501.2,2.9,61.8,339.8,96.8,2.9,61.7,339.8,96.7,501.09999999999997
NORTH INTERIOR KARNATAKA,1986,11.0,7.4,1.4,23.2,38.1,124.9,76.1,129.0,114.1,29.5,60.4,5.3,620.4,18.4,62.8,444.1,95.2,18.4,62.7,444.1,95.2,620.4
NORTH INTERIOR KARNATAKA,1987,0.4,0.9,0.5,2.0,44.9,124.0,83.1,166.6,109.3,119.7,68.9,26.8,747.4,1.4,47.5,483.1,215.5,1.3,47.4,483.0,215.40000000000003,747.0999999999999
NORTH INTERIOR KARNATAKA,1988,1.3,1.6,1.5,38.3,34.5,77.2,170.6,219.5,214.2,16.1,2.0,18.8,795.4,2.9,74.3,681.4,36.9,2.9000000000000004,74.3,681.5,36.900000000000006,795.6
NORTH INTERIOR KARNATAKA,1989,0.0,0.0,21.6,10.7,28.5,102.0,199.6,64.1,203.3,23.3,8.9,14.1,676.2,0.0,60.8,569.0,46.3,0.0,60.8,569.0,46.300000000000004,676.0999999999999
NORTH INTERIOR KARNATAKA,1990,4.8,0.0,0.1,7.8,127.3,129.7,96.2,170.0,64.2,95.6,23.3,0.0,719.0,4.8,135.1,460.1,119.0,4.8,135.2,460.09999999999997,118.89999999999999,719.0
NORTH INTERIOR KARNATAKA,1991,0.2,0.0,1.3,47.3,59.8,235.7,155.6,94.0,67.6,49.6,8.9,0.0,720.0,0.2,108.4,552.9,58.5,0.2,108.39999999999999,552.9,58.5,720.0
NORTH INTERIOR KARNATAKA,1992,0.0,0.0,0.0,12.7,48.1,108.0,100.0,121.0,85.1,68.0,125.4,0.0,668.3,0.0,60.9,414.1,193.3,0.0,60.8,414.1,193.4,668.3
NORTH INTERIOR KARNATAKA,1993,0.0,0.1,6.5,11.4,37.6,69.3,134.9,128.1,94.8,201.9,10.8,36.4,731.8,0.1,55.5,427.1,249.1,0.1,55.5,427.09999999999997,249.10000000000002,731.8
NORTH INTERIOR KARNATAKA,1994,4.2,0.3,0.2,35.3,16.8,101.8,146.0,95.9,38.1,200.3,4.2,0.0,643.0,4.5,52.3,381.7,204.5,4.5,52.3,381.80000000000007,204.5,643.1000000000001
NORTH INTERIOR KARNATAKA,1995,28.3,0.1,5.4,11.8,33.1,75.5,140.9,95.9,104.3,148.9,18.2,0.0,662.3,28.4,50.3,416.5,167.1,28.400000000000002,50.300000000000004,416.6,167.1,662.4000000000001
NORTH INTERIOR KARNATAKA,1996,0.0,0.0,0.5,20.5,25.1,138.5,98.2,165.2,199.5,154.2,7.5,2.6,811.8,0.0,46.1,601.4,164.3,0.0,46.1,601.4,164.29999999999998,811.8000000000001
NORTH INTERIOR KARNATAKA,1997,4.3,0.0,14.8,22.6,17.5,213.0,272.8,290.1,76.9,85.3,64.6,33.8,1095.6,4.3,54.9,852.7,183.7,4.3,54.900000000000006,852.8000000000001,183.7,1095.6999999999998
NORTH INTERIOR KARNATAKA,1998,0.0,0.0,0.4,6.1,32.7,107.8,140.4,155.4,223.1,172.7,13.9,0.1,852.5,0.0,39.2,626.7,186.6,0.0,39.2,626.7,186.7,852.5999999999999
NORTH INTERIOR KARNATAKA,1999,0.0,3.4,0.6,3.9,89.0,93.2,130.5,89.5,97.5,152.9,0.3,0.0,660.8,3.4,93.5,410.7,153.2,3.4,93.5,410.7,153.20000000000002,660.8
NORTH INTERIOR KARNATAKA,2000,0.4,2.6,0.1,8.4,49.0,107.5,127.1,164.6,134.4,115.1,2.8,0.5,712.4,3.0,57.4,533.6,118.3,3.0,57.5,533.6,118.39999999999999,712.5
NORTH INTERIOR KARNATAKA,2001,2.1,0.0,0.1,22.1,13.3,60.9,62.1,108.8,187.1,137.5,2.5,1.4,598.0,2.1,35.5,418.9,141.4,2.1,35.5,418.9,141.4,597.9
NORTH INTERIOR KARNATAKA,2002,3.8,7.9,0.3,14.7,40.6,108.2,54.7,118.2,52.2,126.4,3.4,0.0,530.5,11.7,55.6,333.4,129.9,11.7,55.6,333.3,129.8,530.4
NORTH INTERIOR KARNATAKA,2003,0.3,1.5,15.2,24.9,3.5,66.9,94.4,104.0,64.3,92.1,4.2,2.2,473.5,1.8,43.6,329.7,98.4,1.8,43.599999999999994,329.6,98.5,473.5
NORTH INTERIOR KARNATAKA,2004,2.6,2.7,1.6,29.9,93.8,106.1,111.7,92.8,134.6,61.6,4.3,0.2,641.9,5.3,125.3,445.2,66.1,5.300000000000001,125.3,445.20000000000005,66.10000000000001,641.9
NORTH INTERIOR KARNATAKA,2005,5.8,0.8,5.5,52.5,34.5,98.7,219.4,123.3,159.7,102.3,5.0,0.1,807.5,6.6,92.6,601.0,107.4,6.6,92.5,601.1,107.39999999999999,807.6
NORTH INTERIOR KARNATAKA,2006,0.0,0.0,16.8,12.1,79.0,130.2,113.9,89.1,136.8,43.6,29.0,0.0,650.6,0.0,107.9,470.0,72.6,0.0,107.9,470.0,72.6,650.5000000000001
NORTH INTERIOR KARNATAKA,2007,11.7,6.8,7.7,27.0,38.9,215.5,117.2,143.4,205.4,40.5,13.5,9.2,836.9,18.5,73.7,681.5,63.2,18.5,73.6,681.5,63.2,836.8000000000001
NORTH INTERIOR KARNATAKA,2008,0.4,9.2,109.2,22.8,29.2,71.6,80.6,147.7,152.5,54.1,29.8,5.3,712.4,9.6,161.3,452.3,89.2,9.6,161.2,452.4,89.2,712.4
NORTH INTERIOR KARNATAKA,2009,0.3,0.0,9.9,17.4,63.1,112.0,134.9,135.4,215.6,168.6,42.3,13.9,913.5,0.3,90.4,597.9,224.9,0.3,90.4,597.9,224.79999999999998,913.4
NORTH INTERIOR KARNATAKA,2010,9.6,2.5,0.5,15.5,39.5,110.1,193.5,207.5,119.2,82.1,71.9,1.2,853.2,12.1,55.6,630.4,155.2,12.1,55.5,630.3000000000001,155.2,853.1000000000001
NORTH INTERIOR KARNATAKA,2011,0.5,7.2,7.2,41.2,46.8,101.3,150.8,152.0,69.0,73.4,5.7,0.0,655.2,7.7,95.2,473.1,79.2,7.7,95.2,473.1,79.10000000000001,655.1
NORTH INTERIOR KARNATAKA,2012,28.5,6.2,0.4,35.4,19.5,60.0,114.5,105.5,79.2,85.2,46.5,2.9,583.8,34.7,55.3,359.3,134.5,34.7,55.3,359.2,134.6,583.8
NORTH INTERIOR KARNATAKA,2013,1.2,6.1,3.0,25.4,47.4,99.4,160.7,73.9,201.0,101.0,4.2,0.1,723.2,7.3,75.7,534.9,105.2,7.3,75.8,535.0,105.3,723.4000000000001
NORTH INTERIOR KARNATAKA,2014,0.0,6.1,29.2,26.4,93.0,50.4,136.8,205.2,90.2,80.3,25.0,14.1,756.8,6.1,148.7,482.5,119.5,6.1,148.6,482.59999999999997,119.39999999999999,756.6999999999999
NORTH INTERIOR KARNATAKA,2015,2.4,0.0,27.5,50.8,45.3,89.6,38.5,78.4,150.8,61.2,5.7,1.7,551.9,2.4,123.6,357.2,68.6,2.4,123.6,357.3,68.60000000000001,551.9000000000001
SOUTH INTERIOR KARNATAKA,1901,4.9,31.8,3.0,32.7,109.6,106.0,210.0,109.2,140.8,170.1,72.5,12.3,1003.0,36.8,145.4,566.0,254.9,36.7,145.3,566.0,254.9,1002.9
SOUTH INTERIOR KARNATAKA,1902,1.9,0.5,6.7,42.6,97.7,91.7,210.0,82.1,138.4,219.1,44.6,84.9,1020.1,2.4,147.0,522.3,348.5,2.4,147.0,522.1999999999999,348.6,1020.2
SOUTH INTERIOR KARNATAKA,1903,0.3,0.0,1.1,11.6,125.1,129.7,284.4,155.7,197.1,154.2,186.6,24.1,1269.9,0.3,137.7,766.9,364.9,0.3,137.79999999999998,766.9,364.9,1269.8999999999996
SOUTH INTERIOR KARNATAKA,1904,1.0,0.5,5.2,43.5,144.7,167.9,197.1,73.2,89.6,120.4,2.5,0.3,845.8,1.5,193.3,527.8,123.2,1.5,193.39999999999998,527.8,123.2,845.9
SOUTH INTERIOR KARNATAKA,1905,1.7,7.9,14.2,23.6,118.6,95.9,148.4,140.6,43.1,142.8,22.4,0.3,759.4,9.5,156.5,427.9,165.5,9.6,156.39999999999998,428.0,165.50000000000003,759.4999999999999
SOUTH INTERIOR KARNATAKA,1906,14.1,1.5,2.2,4.8,46.1,116.4,211.3,256.3,109.5,173.4,16.5,52.6,1004.5,15.6,53.1,693.5,242.4,15.6,53.1,693.5,242.5,1004.7
SOUTH INTERIOR KARNATAKA,1907,4.5,0.0,11.7,84.7,46.5,137.4,231.5,219.4,146.5,52.6,49.5,14.1,998.5,4.5,142.9,734.9,116.3,4.5,142.9,734.8,116.19999999999999,998.4
SOUTH INTERIOR KARNATAKA,1908,8.3,2.4,9.3,44.4,92.5,92.2,263.6,118.1,88.0,69.6,1.2,0.5,790.2,10.7,146.2,561.9,71.3,10.700000000000001,146.2,561.9,71.3,790.1000000000001
SOUTH INTERIOR KARNATAKA,1909,19.8,1.2,6.7,42.1,166.6,138.9,245.5,190.5,109.0,121.5,35.8,9.7,1087.4,21.0,215.4,684.0,167.1,21.0,215.4,683.9,167.0,1087.3
SOUTH INTERIOR KARNATAKA,1910,0.0,1.1,7.5,27.0,89.8,124.9,254.1,232.6,123.5,219.6,77.0,0.0,1157.3,1.1,124.4,735.1,296.7,1.1,124.3,735.1,296.6,1157.1
SOUTH INTERIOR KARNATAKA,1911,0.8,0.1,5.2,28.8,123.2,174.8,225.7,84.0,63.3,156.7,35.8,7.9,906.3,0.9,157.2,547.8,200.5,0.9,157.2,547.8,200.4,906.2999999999998
SOUTH INTERIOR KARNATAKA,1912,0.8,4.6,2.7,41.7,70.1,133.0,291.9,181.3,176.1,190.0,57.6,0.1,1150.2,5.4,114.6,782.4,247.7,5.3999999999999995,114.5,782.3000000000001,247.7,1149.8999999999996
SOUTH INTERIOR KARNATAKA,1913,0.0,0.1,1.0,22.3,93.4,124.5,257.5,88.4,151.0,133.6,1.4,3.1,876.4,0.1,116.8,621.4,138.1,0.1,116.7,621.4,138.1,876.3000000000001
SOUTH INTERIOR KARNATAKA,1914,0.0,0.6,1.7,16.0,62.6,69.6,309.7,153.3,107.9,115.3,64.0,26.0,926.7,0.6,80.3,640.4,205.3,0.6,80.3,640.4999999999999,205.3,926.6999999999999
SOUTH INTERIOR KARNATAKA,1915,9.7,2.6,31.6,43.9,66.5,222.9,184.2,75.7,185.0,106.7,93.4,9.5,1031.9,12.4,142.0,667.8,209.6,12.299999999999999,142.0,667.8,209.60000000000002,1031.7000000000003
SOUTH INTERIOR KARNATAKA,1916,0.0,0.1,0.2,23.9,146.3,184.0,188.5,204.7,145.5,178.4,151.6,7.4,1230.7,0.1,170.4,722.8,337.4,0.1,170.4,722.7,337.4,1230.6000000000001
SOUTH INTERIOR KARNATAKA,1917,0.3,37.2,15.9,18.4,51.8,163.8,104.4,171.2,275.6,160.0,94.7,1.0,1094.3,37.5,86.1,715.0,255.7,37.5,86.1,715.0,255.7,1094.3
SOUTH INTERIOR KARNATAKA,1918,11.1,0.7,13.9,41.0,110.1,69.2,47.5,102.7,98.7,47.0,182.6,8.9,733.3,11.7,165.0,318.1,238.5,11.799999999999999,165.0,318.1,238.5,733.4
SOUTH INTERIOR KARNATAKA,1919,4.8,0.0,7.7,27.1,99.8,152.7,166.9,108.4,225.0,81.9,132.3,4.7,1011.4,4.8,134.6,653.0,218.9,4.8,134.6,653.0,218.9,1011.3
SOUTH INTERIOR KARNATAKA,1920,8.4,0.4,1.7,42.8,58.6,125.1,241.2,92.1,128.1,101.9,28.4,0.1,828.9,8.8,103.2,586.6,130.3,8.8,103.1,586.5,130.4,828.8
SOUTH INTERIOR KARNATAKA,1921,15.4,0.0,2.9,84.6,47.2,114.9,217.8,169.5,77.5,167.6,88.7,0.0,986.1,15.4,134.7,579.7,256.3,15.4,134.7,579.7,256.3,986.1
SOUTH INTERIOR KARNATAKA,1922,16.1,1.2,0.3,33.1,109.9,99.5,186.3,114.3,53.4,151.8,129.0,2.2,897.1,17.2,143.3,453.5,283.1,17.3,143.3,453.5,283.0,897.1000000000001
SOUTH INTERIOR KARNATAKA,1923,3.7,3.9,27.2,31.8,73.8,84.3,408.1,207.7,100.3,40.0,6.7,2.9,990.5,7.6,132.8,800.4,49.6,7.6,132.8,800.4,49.6,990.4
SOUTH INTERIOR KARNATAKA,1924,0.9,0.1,5.8,38.7,96.0,125.7,460.9,146.7,135.1,58.4,47.1,11.7,1127.0,1.0,140.5,868.3,117.2,1.0,140.5,868.4,117.2,1127.1
SOUTH INTERIOR KARNATAKA,1925,0.0,0.1,8.4,63.0,116.5,143.2,221.3,132.6,115.3,65.8,69.4,46.8,982.2,0.1,187.9,612.4,181.9,0.1,187.9,612.4,182.0,982.3999999999999
SOUTH INTERIOR KARNATAKA,1926,23.0,0.4,7.1,37.5,64.1,89.6,234.3,174.2,168.3,89.7,7.6,1.2,897.0,23.4,108.7,666.4,98.5,23.4,108.69999999999999,666.4,98.5,897.0000000000001
SOUTH INTERIOR KARNATAKA,1927,0.1,2.5,5.2,11.2,82.5,114.3,249.1,118.5,186.8,19.4,74.2,0.0,863.7,2.5,98.9,668.7,93.5,2.6,98.9,668.7,93.6,863.8000000000001
SOUTH INTERIOR KARNATAKA,1928,0.6,44.3,24.0,43.4,66.1,112.1,189.1,161.7,37.8,229.7,28.9,12.7,950.5,44.9,133.5,500.8,271.3,44.9,133.5,500.7,271.29999999999995,950.4
SOUTH INTERIOR KARNATAKA,1929,4.7,13.7,1.9,127.7,101.3,149.7,178.6,88.8,186.0,100.9,76.5,5.2,1034.9,18.4,230.9,603.1,182.5,18.4,230.89999999999998,603.0999999999999,182.6,1035.0
SOUTH INTERIOR KARNATAKA,1930,5.2,6.6,10.8,27.0,156.8,126.9,117.2,85.5,150.5,253.9,40.9,12.1,993.3,11.8,194.5,480.1,306.9,11.8,194.60000000000002,480.1,306.90000000000003,993.4
SOUTH INTERIOR KARNATAKA,1931,0.0,0.0,3.0,45.7,81.7,116.8,188.2,246.0,144.6,42.7,117.5,26.3,1012.6,0.0,130.4,695.7,186.5,0.0,130.4,695.6,186.5,1012.5
SOUTH INTERIOR KARNATAKA,1932,0.0,10.4,0.5,35.8,155.8,72.4,262.9,264.3,117.1,227.0,122.4,1.6,1270.1,10.4,192.0,716.6,351.0,10.4,192.10000000000002,716.6999999999999,351.0,1270.1999999999998
SOUTH INTERIOR KARNATAKA,1933,0.0,2.9,10.5,43.8,176.0,139.9,216.8,241.6,195.1,236.6,19.2,46.6,1329.2,2.9,230.3,793.4,302.5,2.9,230.3,793.4000000000001,302.4,1329.0
SOUTH INTERIOR KARNATAKA,1934,5.9,0.4,1.1,40.9,52.6,149.4,158.7,137.5,27.7,173.5,38.3,0.3,786.3,6.3,94.6,473.3,212.1,6.300000000000001,94.6,473.3,212.10000000000002,786.3
SOUTH INTERIOR KARNATAKA,1935,6.2,1.2,5.2,48.6,52.6,121.9,211.0,197.1,105.2,191.6,6.8,7.3,954.5,7.4,106.3,635.2,205.6,7.4,106.4,635.2,205.70000000000002,954.7
SOUTH INTERIOR KARNATAKA,1936,0.0,6.2,34.7,15.7,102.1,185.2,156.2,111.6,176.1,89.5,76.5,4.5,958.4,6.3,152.5,629.2,170.5,6.2,152.5,629.1,170.5,958.3
SOUTH INTERIOR KARNATAKA,1937,0.1,9.8,14.6,90.8,81.6,99.6,232.7,78.0,121.7,147.0,25.5,9.7,911.2,9.9,187.0,532.0,182.2,9.9,187.0,532.0,182.2,911.1000000000001
SOUTH INTERIOR KARNATAKA,1938,0.0,3.9,17.4,40.7,45.8,144.4,153.8,237.6,178.7,30.6,15.9,2.6,871.4,3.9,103.9,714.6,49.1,3.9,103.9,714.5,49.1,871.4
SOUTH INTERIOR KARNATAKA,1939,3.5,0.0,13.1,70.5,49.6,92.1,184.7,198.1,114.7,226.6,71.6,0.0,1024.6,3.5,133.2,589.6,298.1,3.5,133.2,589.6,298.2,1024.5
SOUTH INTERIOR KARNATAKA,1940,0.0,0.1,0.7,60.1,138.3,177.6,203.4,188.7,80.7,174.9,139.7,15.8,1180.0,0.2,199.1,650.4,330.4,0.1,199.10000000000002,650.4000000000001,330.40000000000003,1180.0000000000002
SOUTH INTERIOR KARNATAKA,1941,1.2,2.3,2.3,43.8,73.8,154.9,186.5,154.9,129.8,108.4,19.5,60.2,937.6,3.4,119.9,626.2,188.1,3.5,119.89999999999999,626.0999999999999,188.10000000000002,937.6
SOUTH INTERIOR KARNATAKA,1942,0.1,2.0,0.5,45.0,91.0,164.1,247.5,145.9,77.3,109.0,26.7,23.7,932.9,2.1,136.4,634.8,159.5,2.1,136.5,634.8,159.39999999999998,932.8000000000001
SOUTH INTERIOR KARNATAKA,1943,24.4,0.9,3.7,48.3,189.9,88.5,243.1,67.5,137.0,283.0,50.8,0.0,1137.1,25.3,241.9,536.0,333.9,25.299999999999997,241.9,536.1,333.8,1137.1
SOUTH INTERIOR KARNATAKA,1944,0.2,24.3,37.0,21.7,98.5,100.0,275.1,82.0,127.2,178.5,74.4,6.7,1025.7,24.5,157.3,584.3,259.6,24.5,157.2,584.3000000000001,259.6,1025.6
SOUTH INTERIOR KARNATAKA,1945,0.4,1.2,0.3,54.9,93.3,79.9,260.9,109.9,72.6,85.2,33.7,0.1,792.3,1.6,148.4,523.3,119.0,1.6,148.5,523.3,119.0,792.4000000000001
SOUTH INTERIOR KARNATAKA,1946,0.1,2.4,14.8,62.5,86.9,146.8,201.5,255.9,168.1,112.9,150.3,42.9,1245.0,2.5,164.2,772.2,306.1,2.5,164.2,772.3000000000001,306.1,1245.1000000000001
SOUTH INTERIOR KARNATAKA,1947,8.1,5.9,10.0,22.4,53.2,83.5,238.9,236.2,139.7,127.6,15.2,17.6,958.3,14.0,85.6,698.3,160.5,14.0,85.6,698.3,160.39999999999998,958.3000000000002
SOUTH INTERIOR KARNATAKA,1948,4.0,0.1,3.2,70.7,153.9,135.6,188.6,255.6,61.1,117.7,81.5,2.1,1074.1,4.0,227.8,641.0,201.3,4.1,227.8,640.9,201.29999999999998,1074.1
SOUTH INTERIOR KARNATAKA,1949,0.1,0.1,3.8,32.1,103.6,82.4,179.5,165.2,107.8,188.3,13.6,0.0,876.4,0.2,139.4,534.9,201.9,0.2,139.5,534.9,201.9,876.4999999999999
SOUTH INTERIOR KARNATAKA,1950,0.1,13.3,0.8,6.5,61.3,91.2,268.8,148.7,154.5,133.7,77.1,0.4,956.5,13.4,68.7,663.3,211.2,13.4,68.6,663.2,211.2,956.4000000000001
SOUTH INTERIOR KARNATAKA,1951,0.2,0.0,13.0,60.9,135.2,111.7,205.7,89.4,177.9,98.0,33.3,0.0,925.3,0.2,209.1,584.7,131.3,0.2,209.1,584.6999999999999,131.3,925.3
SOUTH INTERIOR KARNATAKA,1952,0.3,10.7,0.6,40.0,76.8,106.8,176.2,156.2,66.7,188.6,0.7,48.2,871.8,11.0,117.5,505.8,237.5,11.0,117.4,505.9,237.5,871.8000000000001
SOUTH INTERIOR KARNATAKA,1953,0.5,2.2,0.7,71.0,34.4,163.7,368.5,191.5,113.0,307.4,2.6,0.5,1255.9,2.6,106.1,836.8,310.4,2.7,106.1,836.7,310.5,1256.0
SOUTH INTERIOR KARNATAKA,1954,1.8,0.5,8.9,38.5,127.2,139.3,298.5,175.6,56.9,164.8,0.5,18.6,1031.1,2.3,174.5,670.3,183.9,2.3,174.6,670.3,183.9,1031.1
SOUTH INTERIOR KARNATAKA,1955,0.9,0.1,10.4,48.7,168.2,135.9,88.9,151.6,201.2,175.1,18.1,2.9,1002.0,1.0,227.4,577.5,196.1,1.0,227.29999999999998,577.5999999999999,196.1,1002.0000000000001
SOUTH INTERIOR KARNATAKA,1956,0.4,1.4,2.5,68.5,62.5,209.6,251.3,137.1,120.1,265.0,124.0,1.2,1243.7,1.8,133.5,718.1,390.3,1.7999999999999998,133.5,718.1,390.2,1243.6000000000001
SOUTH INTERIOR KARNATAKA,1957,0.0,0.5,9.4,18.6,169.0,174.9,242.6,147.2,47.0,177.6,77.9,0.1,1064.7,0.5,196.9,611.6,255.6,0.5,197.0,611.7,255.6,1064.8
SOUTH INTERIOR KARNATAKA,1958,3.3,1.3,13.1,60.6,134.5,163.2,340.2,201.7,123.1,108.7,59.6,0.6,1210.0,4.6,208.2,828.2,168.9,4.6,208.2,828.1999999999999,168.9,1209.8999999999999
SOUTH INTERIOR KARNATAKA,1959,0.2,2.5,0.3,25.2,89.8,255.8,425.6,172.2,218.2,55.4,29.3,6.3,1280.9,2.7,115.3,1071.8,91.1,2.7,115.3,1071.8000000000002,91.0,1280.8000000000002
SOUTH INTERIOR KARNATAKA,1960,0.3,0.0,15.3,42.4,92.6,119.8,254.3,124.4,162.7,112.8,65.3,0.2,989.9,0.3,150.2,661.2,178.2,0.3,150.3,661.2,178.29999999999998,990.0999999999999
SOUTH INTERIOR KARNATAKA,1961,2.1,3.4,2.6,62.5,161.6,196.2,492.7,213.5,93.8,165.4,14.3,1.4,1409.5,5.5,226.7,996.2,181.1,5.5,226.7,996.1999999999999,181.10000000000002,1409.5
SOUTH INTERIOR KARNATAKA,1962,1.4,6.9,5.5,81.3,118.5,66.1,310.4,268.5,149.1,203.7,29.6,65.9,1307.2,8.3,205.4,794.2,299.3,8.3,205.3,794.1,299.2,1306.8999999999999
